Input Transient
Sim ID,Vout Maximum,Vout Minimum,Average Vout @Vin=15.0,Average Vout @Vin=11.0,Undershoot Settle Time,Overshoot Settle Time,Undershoot,Overshoot
2,8.02 V,7.96 V,7.99 V,7.99 V,0.26 ms,0.17 ms,0.03 V,0.02 V
